ParticipantNumber,Vest,7,9,trial_name,trial_number,key_pressed,correctness,RT,question,picture,type,key1,key2,expected,QUD,pitch,startDate,startTime,experiment_id,Unnamed: 18
9,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,1092,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,996,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,7,7,incorrect,719,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,1044,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,902,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,10,7,incorrect,671,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,incorrect,667,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,12,7,correct,860,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,13,9,incorrect,718,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,14,7,incorrect,763,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,904,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,16,9,correct,950,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,628,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,18,7,correct,667,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,1138,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
9,False,green or low pitch,red or high pitch,forced_choice_sound,20,7,correct,811,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:56:15 GMT+0100 (Mitteleuropäische Normalzeit),1678280175853,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,pauseScreen,1,9,correct,2032,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,579,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,2,9,incorrect,3867,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,762,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,4,9,correct,955,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,1049,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,808,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,672,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,617,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,768,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,624,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,528,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,12,9,incorrect,4806,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,13,9,correct,767,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,14,7,correct,721,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,715,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,16,9,correct,574,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,17,9,correct,1708,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,18,7,correct,1000,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,19,7,correct,715,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,True,green or low pitch,red or high pitch,forced_choice_sound,20,9,correct,811,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:17:11 GMT+0100 (Mitteleuropäische Normalzeit),1678281431654,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,pauseScreen,1,9,correct,5066,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,1002,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,3630,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,3,7,correct,1240,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,1096,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,5,9,correct,1138,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,1240,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,7,9,correct,1135,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,998,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,858,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,1375,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,1285,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,12,7,correct,951,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,pauseScreen,2,9,incorrect,4460,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,806,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,815,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,955,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,4,9,correct,905,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,1047,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,858,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,7,9,correct,815,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,813,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,810,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,719,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,904,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,715,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,13,7,correct,999,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,14,9,correct,859,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,720,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,16,9,correct,672,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,671,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,18,9,correct,575,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,19,7,correct,623,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
10,False,green or low pitch,red or high pitch,forced_choice_sound,20,7,correct,720,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:07:06 GMT+0100 (Mitteleuropäische Normalzeit),1678280826208,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,pauseScreen,1,9,correct,2442,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,676,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,668,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,1182,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,incorrect,813,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,855,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,6,9,incorrect,5045,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,670,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,8,7,incorrect,1280,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,762,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,10,9,incorrect,1375,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,667,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,482,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,pauseScreen,2,9,incorrect,3407,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,718,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,1097,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,1375,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,576,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,1227,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,623,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,7,9,correct,533,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,2224,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,1467,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,622,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,484,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,1186,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,13,9,incorrect,2224,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,14,7,incorrect,2077,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,569,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,16,7,incorrect,1797,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,529,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,18,7,correct,1936,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,670,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,True,green or low pitch,red or high pitch,forced_choice_sound,20,9,incorrect,484,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 14:37:18 GMT+0100 (Mitteleuropäische Normalzeit),1678282638330,INSERT_A_NUMBER,
11,False,green or low pitch,red or high pitch,pauseScreen,1,7,incorrect,2067,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:38:34 GMT+0100 (Mitteleuropäische Normalzeit),1678282714094,INSERT_A_NUMBER,
11,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,621,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 14:38:34 GMT+0100 (Mitteleuropäische Normalzeit),1678282714094,INSERT_A_NUMBER,
